,date,menu_item,stock_count,orders,menu_item_id,in_children_menu,max_stock_quantity,Children_Event,Music_Event,fest_name
3238,2016-12-26,Oranges,113,101,18,1,189,Yes,No,
3239,2016-12-26,Oyster cocktail,63,63,19,0,79,Yes,No,
3240,2016-12-26,Pear,113,113,20,0,87,Yes,No,
3241,2016-12-26,Plums,70,70,21,0,87,Yes,No,
3242,2016-12-26,ROQUEFORT CHEESE,65,65,22,0,81,Yes,No,
3243,2016-12-26,STRAWBERRY ICE CREAM,33,33,23,1,65,Yes,No,
3244,2016-12-26,Sardines,54,54,24,0,67,Yes,No,
3245,2016-12-26,Sauterne,108,108,25,0,77,Yes,No,
3246,2016-12-26,Scrambled Eggs,209,110,26,0,190,Yes,No,
3247,2016-12-26,Shrimp Cocktail,67,67,27,0,133,Yes,No,
3248,2016-12-26,Shrimp Salad,234,70,28,0,180,Yes,No,
3249,2016-12-26,Sliced Tomatoes,105,105,29,1,131,Yes,No,
3250,2016-12-26,Stewed Corn,118,118,30,0,91,Yes,No,
3251,2016-12-26,Stewed Prunes,134,88,31,0,122,Yes,No,
3252,2016-12-26,Sweet Potatoes,107,107,32,1,178,Yes,No,
3253,2016-12-26,Tea,63,54,33,0,158,Yes,No,
3254,2016-12-26,rice pudding,257,156,34,1,198,Yes,No,
3255,2016-12-27,Biscuit Tortoni,147,46,0,0,163,No,No,
3256,2016-12-27,Blue Point Oysters,225,153,1,0,161,No,No,
3257,2016-12-27,Boiled eggs,158,122,2,0,113,No,No,
3258,2016-12-27,Boiled potatoes,241,133,3,0,172,No,No,
3259,2016-12-27,Chicken Sandwich,107,107,4,1,134,No,No,
3260,2016-12-27,Chocolate Ice Cream,184,129,5,0,167,No,No,
3261,2016-12-27,Corned Beef Hash,148,128,6,0,135,No,No,
3262,2016-12-27,Crab Flake Cocktail,38,38,7,0,76,No,No,
3263,2016-12-27,Crackers,92,92,8,0,66,No,No,
3264,2016-12-27,Cream Cheese,38,38,9,0,127,No,No,
3265,2016-12-27,Dessert,134,72,10,0,149,No,No,
3266,2016-12-27,French fried potatoes,19,19,11,1,64,No,No,
3267,2016-12-27,Fruit,35,35,12,1,116,No,No,
3268,2016-12-27,Grapes,73,73,13,1,145,No,No,
3269,2016-12-27,Milk,68,68,14,1,113,No,No,
3270,2016-12-27,Nesselrode Pudding,57,57,15,0,82,No,No,
3271,2016-12-27,Orange Juice,183,82,16,0,183,No,No,
3272,2016-12-27,Orange marmalade,77,77,17,0,70,No,No,
3273,2016-12-27,Oranges,95,95,18,1,189,No,No,
3274,2016-12-27,Oyster cocktail,32,32,19,0,79,No,No,
3275,2016-12-27,Pear,122,122,20,0,87,No,No,
3276,2016-12-27,Plums,43,43,21,0,87,No,No,
3277,2016-12-27,ROQUEFORT CHEESE,57,57,22,0,81,No,No,
3278,2016-12-27,STRAWBERRY ICE CREAM,59,59,23,1,65,No,No,
3279,2016-12-27,Sardines,27,27,24,0,67,No,No,
3280,2016-12-27,Sauterne,46,46,25,0,77,No,No,
3281,2016-12-27,Scrambled Eggs,57,57,26,0,190,No,No,
3282,2016-12-27,Shrimp Cocktail,80,80,27,0,133,No,No,
3283,2016-12-27,Shrimp Salad,180,49,28,0,180,No,No,
3284,2016-12-27,Sliced Tomatoes,65,65,29,1,131,No,No,
3285,2016-12-27,Stewed Corn,27,27,30,0,91,No,No,
3286,2016-12-27,Stewed Prunes,110,88,31,0,122,No,No,
3287,2016-12-27,Sweet Potatoes,231,231,32,1,178,No,No,
3288,2016-12-27,Tea,205,136,33,0,158,No,No,
3289,2016-12-27,rice pudding,119,110,34,1,198,No,No,
3290,2016-12-28,Biscuit Tortoni,114,66,0,0,163,No,No,
3291,2016-12-28,Blue Point Oysters,177,134,1,0,161,No,No,
3292,2016-12-28,Boiled eggs,57,57,2,0,113,No,No,
3293,2016-12-28,Boiled potatoes,52,52,3,0,172,No,No,
3294,2016-12-28,Chicken Sandwich,107,107,4,1,134,No,No,
3295,2016-12-28,Chocolate Ice Cream,134,87,5,0,167,No,No,
3296,2016-12-28,Corned Beef Hash,108,52,6,0,135,No,No,
3297,2016-12-28,Crab Flake Cocktail,84,76,7,0,76,No,No,
3298,2016-12-28,Crackers,86,85,8,0,66,No,No,
3299,2016-12-28,Cream Cheese,178,114,9,0,127,No,No,
3300,2016-12-28,Dessert,45,45,10,0,149,No,No,
3301,2016-12-28,French fried potatoes,32,32,11,1,64,No,No,
3302,2016-12-28,Fruit,151,88,12,1,116,No,No,
3303,2016-12-28,Grapes,203,116,13,1,145,No,No,
3304,2016-12-28,Milk,57,57,14,1,113,No,No,
3305,2016-12-28,Nesselrode Pudding,49,49,15,0,82,No,No,
3306,2016-12-28,Orange Juice,128,87,16,0,183,No,No,
3307,2016-12-28,Orange marmalade,56,53,17,0,70,No,No,
3308,2016-12-28,Oranges,151,71,18,1,189,No,No,
3309,2016-12-28,Oyster cocktail,87,63,19,0,79,No,No,
3310,2016-12-28,Pear,78,43,20,0,87,No,No,
3311,2016-12-28,Plums,104,104,21,0,87,No,No,
3312,2016-12-28,ROQUEFORT CHEESE,57,57,22,0,81,No,No,
3313,2016-12-28,STRAWBERRY ICE CREAM,26,26,23,1,65,No,No,
3314,2016-12-28,Sardines,54,54,24,0,67,No,No,
3315,2016-12-28,Sauterne,31,31,25,0,77,No,No,
3316,2016-12-28,Scrambled Eggs,95,87,26,0,190,No,No,
3317,2016-12-28,Shrimp Cocktail,160,129,27,0,133,No,No,
3318,2016-12-28,Shrimp Salad,180,64,28,0,180,No,No,
3319,2016-12-28,Sliced Tomatoes,52,52,29,1,131,No,No,
3320,2016-12-28,Stewed Corn,127,107,30,0,91,No,No,
3321,2016-12-28,Stewed Prunes,73,73,31,0,122,No,No,
3322,2016-12-28,Sweet Potatoes,89,89,32,1,178,No,No,
3323,2016-12-28,Tea,142,54,33,0,158,No,No,
3324,2016-12-28,rice pudding,277,156,34,1,198,No,No,
3325,2016-12-29,Biscuit Tortoni,163,73,0,0,163,No,No,
3326,2016-12-29,Blue Point Oysters,177,151,1,0,161,No,No,
3327,2016-12-29,Boiled eggs,102,77,2,0,113,No,No,
3328,2016-12-29,Boiled potatoes,103,56,3,0,172,No,No,
3329,2016-12-29,Chicken Sandwich,188,188,4,1,134,No,No,
3330,2016-12-29,Chocolate Ice Cream,200,144,5,0,167,No,No,
3331,2016-12-29,Corned Beef Hash,67,67,6,0,135,No,No,
3332,2016-12-29,Crab Flake Cocktail,84,84,7,0,76,No,No,
3333,2016-12-29,Crackers,53,53,8,0,66,No,No,
3334,2016-12-29,Cream Cheese,102,58,9,0,127,No,No,
3335,2016-12-29,Dessert,194,129,10,0,149,No,No,
3336,2016-12-29,French fried potatoes,51,51,11,1,64,No,No,
3337,2016-12-29,Fruit,58,58,12,1,116,No,No,
3338,2016-12-29,Grapes,101,87,13,1,145,No,No,
3339,2016-12-29,Milk,45,45,14,1,113,No,No,
3340,2016-12-29,Nesselrode Pudding,41,41,15,0,82,No,No,
3341,2016-12-29,Orange Juice,165,75,16,0,183,No,No,
3342,2016-12-29,Orange marmalade,35,35,17,0,70,No,No,
3343,2016-12-29,Oranges,208,90,18,1,189,No,No,
3344,2016-12-29,Oyster cocktail,87,87,19,0,79,No,No,
3345,2016-12-29,Pear,26,26,20,0,87,No,No,
3346,2016-12-29,Plums,61,59,21,0,87,No,No,
3347,2016-12-29,ROQUEFORT CHEESE,49,49,22,0,81,No,No,
3348,2016-12-29,STRAWBERRY ICE CREAM,33,33,23,1,65,No,No,
3349,2016-12-29,Sardines,94,94,24,0,67,No,No,
3350,2016-12-29,Sauterne,92,92,25,0,77,No,No,
3351,2016-12-29,Scrambled Eggs,171,75,26,0,190,No,No,
3352,2016-12-29,Shrimp Cocktail,67,67,27,0,133,No,No,
3353,2016-12-29,Shrimp Salad,90,62,28,0,180,No,No,
3354,2016-12-29,Sliced Tomatoes,144,73,29,1,131,No,No,
3355,2016-12-29,Stewed Corn,118,78,30,0,91,No,No,
3356,2016-12-29,Stewed Prunes,159,148,31,0,122,No,No,
3357,2016-12-29,Sweet Potatoes,178,79,32,1,178,No,No,
3358,2016-12-29,Tea,95,79,33,0,158,No,No,
3359,2016-12-29,rice pudding,277,270,34,1,198,No,No,
3360,2016-12-30,Biscuit Tortoni,179,121,0,0,163,No,No,
3361,2016-12-30,Blue Point Oysters,177,121,1,0,161,No,No,
3362,2016-12-30,Boiled eggs,147,104,2,0,113,No,No,
3363,2016-12-30,Boiled potatoes,86,52,3,0,172,No,No,
3364,2016-12-30,Chicken Sandwich,107,50,4,1,134,No,No,
3365,2016-12-30,Chocolate Ice Cream,167,67,5,0,167,No,No,
3366,2016-12-30,Corned Beef Hash,81,81,6,0,135,No,No,
3367,2016-12-30,Crab Flake Cocktail,23,23,7,0,76,No,No,
3368,2016-12-30,Crackers,79,79,8,0,66,No,No,
3369,2016-12-30,Cream Cheese,51,45,9,0,127,No,No,
3370,2016-12-30,Dessert,89,79,10,0,149,No,No,
3371,2016-12-30,French fried potatoes,32,32,11,1,64,No,No,
3372,2016-12-30,Fruit,35,35,12,1,116,No,No,
3373,2016-12-30,Grapes,101,65,13,1,145,No,No,
3374,2016-12-30,Milk,147,147,14,1,113,No,No,
3375,2016-12-30,Nesselrode Pudding,74,74,15,0,82,No,No,
3376,2016-12-30,Orange Juice,55,51,16,0,183,No,No,
3377,2016-12-30,Orange marmalade,91,91,17,0,70,No,No,
3378,2016-12-30,Oranges,246,246,18,1,189,No,No,
3379,2016-12-30,Oyster cocktail,63,63,19,0,79,No,No,
3380,2016-12-30,Pear,52,52,20,0,87,No,No,
3381,2016-12-30,Plums,35,35,21,0,87,No,No,
3382,2016-12-30,ROQUEFORT CHEESE,81,62,22,0,81,No,No,
3383,2016-12-30,STRAWBERRY ICE CREAM,91,91,23,1,65,No,No,
3384,2016-12-30,Sardines,40,40,24,0,67,No,No,
3385,2016-12-30,Sauterne,54,54,25,0,77,No,No,
3386,2016-12-30,Scrambled Eggs,95,49,26,0,190,No,No,
3387,2016-12-30,Shrimp Cocktail,80,71,27,0,133,No,No,
3388,2016-12-30,Shrimp Salad,126,77,28,0,180,No,No,
3389,2016-12-30,Sliced Tomatoes,52,52,29,1,131,No,No,
3390,2016-12-30,Stewed Corn,100,66,30,0,91,No,No,
3391,2016-12-30,Stewed Prunes,37,37,31,0,122,No,No,
3392,2016-12-30,Sweet Potatoes,178,148,32,1,178,No,No,
3393,2016-12-30,Tea,174,117,33,0,158,No,No,
3394,2016-12-30,rice pudding,178,91,34,1,198,No,No,
3395,2016-12-31,Biscuit Tortoni,81,65,0,0,163,No,No,
3396,2016-12-31,Blue Point Oysters,161,63,1,0,161,No,No,
3397,2016-12-31,Boiled eggs,68,68,2,0,113,No,No,
3398,2016-12-31,Boiled potatoes,172,89,3,0,172,No,No,
3399,2016-12-31,Chicken Sandwich,161,129,4,1,134,No,No,
3400,2016-12-31,Chocolate Ice Cream,184,114,5,0,167,No,No,
3401,2016-12-31,Corned Beef Hash,81,63,6,0,135,No,No,
3402,2016-12-31,Crab Flake Cocktail,106,106,7,0,76,No,No,
3403,2016-12-31,Crackers,66,66,8,0,66,No,No,
3404,2016-12-31,Cream Cheese,165,117,9,0,127,No,No,
3405,2016-12-31,Dessert,89,46,10,0,149,No,No,
3406,2016-12-31,French fried potatoes,77,77,11,1,64,No,No,
3407,2016-12-31,Fruit,162,85,12,1,116,No,No,
3408,2016-12-31,Grapes,145,97,13,1,145,No,No,
3409,2016-12-31,Milk,102,102,14,1,113,No,No,
3410,2016-12-31,Nesselrode Pudding,115,115,15,0,82,No,No,
3411,2016-12-31,Orange Juice,73,73,16,0,183,No,No,
3412,2016-12-31,Orange marmalade,28,28,17,0,70,No,No,
3413,2016-12-31,Oranges,189,106,18,1,189,No,No,
3414,2016-12-31,Oyster cocktail,47,47,19,0,79,No,No,
3415,2016-12-31,Pear,70,70,20,0,87,No,No,
3416,2016-12-31,Plums,87,52,21,0,87,No,No,
3417,2016-12-31,ROQUEFORT CHEESE,41,41,22,0,81,No,No,
3418,2016-12-31,STRAWBERRY ICE CREAM,52,52,23,1,65,No,No,
3419,2016-12-31,Sardines,80,80,24,0,67,No,No,
3420,2016-12-31,Sauterne,54,54,25,0,77,No,No,
3421,2016-12-31,Scrambled Eggs,76,70,26,0,190,No,No,
3422,2016-12-31,Shrimp Cocktail,80,47,27,0,133,No,No,
3423,2016-12-31,Shrimp Salad,90,89,28,0,180,No,No,
3424,2016-12-31,Sliced Tomatoes,39,39,29,1,131,No,No,
3425,2016-12-31,Stewed Corn,64,64,30,0,91,No,No,
3426,2016-12-31,Stewed Prunes,146,146,31,0,122,No,No,
3427,2016-12-31,Sweet Potatoes,107,107,32,1,178,No,No,
3428,2016-12-31,Tea,111,45,33,0,158,No,No,
3429,2016-12-31,rice pudding,59,59,34,1,198,No,No,
3430,2017-01-01,Biscuit Tortoni,163,84,0,0,163,No,Yes,
3431,2017-01-01,Blue Point Oysters,81,81,1,0,161,No,Yes,
3432,2017-01-01,Boiled eggs,102,102,2,0,113,No,Yes,
3433,2017-01-01,Boiled potatoes,52,52,3,0,172,No,Yes,
3434,2017-01-01,Chicken Sandwich,134,134,4,1,134,No,Yes,
3435,2017-01-01,Chocolate Ice Cream,100,100,5,0,167,No,Yes,
3436,2017-01-01,Corned Beef Hash,148,148,6,0,135,No,Yes,
3437,2017-01-01,Crab Flake Cocktail,30,30,7,0,76,No,Yes,
3438,2017-01-01,Crackers,40,39,8,0,66,No,Yes,
3439,2017-01-01,Cream Cheese,152,152,9,0,127,No,Yes,
3440,2017-01-01,Dessert,134,134,10,0,149,No,Yes,
3441,2017-01-01,French fried potatoes,32,32,11,1,64,No,Yes,
3442,2017-01-01,Fruit,70,70,12,1,116,No,Yes,
3443,2017-01-01,Grapes,73,73,13,1,145,No,Yes,
3444,2017-01-01,Milk,147,147,14,1,113,No,Yes,
3445,2017-01-01,Nesselrode Pudding,41,41,15,0,82,No,Yes,
3446,2017-01-01,Orange Juice,165,87,16,0,183,No,Yes,
3447,2017-01-01,Orange marmalade,56,56,17,0,70,No,Yes,
3448,2017-01-01,Oranges,208,208,18,1,189,No,Yes,
3449,2017-01-01,Oyster cocktail,95,95,19,0,79,No,Yes,
3450,2017-01-01,Pear,52,52,20,0,87,No,Yes,
3451,2017-01-01,Plums,78,78,21,0,87,No,Yes,
3452,2017-01-01,ROQUEFORT CHEESE,32,32,22,0,81,No,Yes,
3453,2017-01-01,STRAWBERRY ICE CREAM,52,52,23,1,65,No,Yes,
3454,2017-01-01,Sardines,94,94,24,0,67,No,Yes,
3455,2017-01-01,Sauterne,108,108,25,0,77,No,Yes,
3456,2017-01-01,Scrambled Eggs,266,102,26,0,190,No,Yes,
3457,2017-01-01,Shrimp Cocktail,80,80,27,0,133,No,Yes,
3458,2017-01-01,Shrimp Salad,108,108,28,0,180,No,Yes,
3459,2017-01-01,Sliced Tomatoes,65,65,29,1,131,No,Yes,
3460,2017-01-01,Stewed Corn,64,64,30,0,91,No,Yes,
3461,2017-01-01,Stewed Prunes,171,146,31,0,122,No,Yes,
3462,2017-01-01,Sweet Potatoes,53,53,32,1,178,No,Yes,
3463,2017-01-01,Tea,79,54,33,0,158,No,Yes,
3464,2017-01-01,rice pudding,277,277,34,1,198,No,Yes,
3465,2017-01-02,Biscuit Tortoni,98,41,0,0,163,No,No,
3466,2017-01-02,Blue Point Oysters,97,88,1,0,161,No,No,
3467,2017-01-02,Boiled eggs,113,83,2,0,113,No,No,
3468,2017-01-02,Boiled potatoes,241,88,3,0,172,No,No,
3469,2017-01-02,Chicken Sandwich,147,147,4,1,134,No,No,
3470,2017-01-02,Chocolate Ice Cream,117,88,5,0,167,No,No,
3471,2017-01-02,Corned Beef Hash,41,41,6,0,135,No,No,
3472,2017-01-02,Crab Flake Cocktail,38,38,7,0,76,No,No,
3473,2017-01-02,Crackers,59,59,8,0,66,No,No,
3474,2017-01-02,Cream Cheese,63,63,9,0,127,No,No,
3475,2017-01-02,Dessert,119,85,10,0,149,No,No,
3476,2017-01-02,French fried potatoes,51,51,11,1,64,No,No,
3477,2017-01-02,Fruit,35,35,12,1,116,No,No,
3478,2017-01-02,Grapes,188,95,13,1,145,No,No,
3479,2017-01-02,Milk,45,45,14,1,113,No,No,
3480,2017-01-02,Nesselrode Pudding,98,98,15,0,82,No,No,
3481,2017-01-02,Orange Juice,238,151,16,0,183,No,No,
3482,2017-01-02,Orange marmalade,49,49,17,0,70,No,No,
3483,2017-01-02,Oranges,170,128,18,1,189,No,No,
3484,2017-01-02,Oyster cocktail,32,32,19,0,79,No,No,
3485,2017-01-02,Pear,78,70,20,0,87,No,No,
3486,2017-01-02,Plums,87,42,21,0,87,No,No,
3487,2017-01-02,ROQUEFORT CHEESE,57,57,22,0,81,No,No,
3488,2017-01-02,STRAWBERRY ICE CREAM,91,91,23,1,65,No,No,
3489,2017-01-02,Sardines,40,40,24,0,67,No,No,
3490,2017-01-02,Sauterne,54,54,25,0,77,No,No,
3491,2017-01-02,Scrambled Eggs,247,112,26,0,190,No,No,
3492,2017-01-02,Shrimp Cocktail,186,141,27,0,133,No,No,
3493,2017-01-02,Shrimp Salad,90,87,28,0,180,No,No,
3494,2017-01-02,Sliced Tomatoes,79,79,29,1,131,No,No,
3495,2017-01-02,Stewed Corn,82,82,30,0,91,No,No,
3496,2017-01-02,Stewed Prunes,110,73,31,0,122,No,No,
3497,2017-01-02,Sweet Potatoes,196,168,32,1,178,No,No,
3498,2017-01-02,Tea,221,128,33,0,158,No,No,
3499,2017-01-02,rice pudding,238,238,34,1,198,No,No,
3500,2017-01-03,Biscuit Tortoni,212,134,0,0,163,No,No,
3501,2017-01-03,Blue Point Oysters,81,31,1,0,161,No,No,
3502,2017-01-03,Boiled eggs,34,34,2,0,113,No,No,
3503,2017-01-03,Boiled potatoes,206,133,3,0,172,No,No,
3504,2017-01-03,Chicken Sandwich,94,94,4,1,134,No,No,
3505,2017-01-03,Chocolate Ice Cream,83,83,5,0,167,No,No,
3506,2017-01-03,Corned Beef Hash,189,107,6,0,135,No,No,
3507,2017-01-03,Crab Flake Cocktail,46,41,7,0,76,No,No,
3508,2017-01-03,Crackers,40,40,8,0,66,No,No,
3509,2017-01-03,Cream Cheese,140,140,9,0,127,No,No,
3510,2017-01-03,Dessert,60,60,10,0,149,No,No,
3511,2017-01-03,French fried potatoes,19,19,11,1,64,No,No,
3512,2017-01-03,Fruit,104,44,12,1,116,No,No,
3513,2017-01-03,Grapes,73,73,13,1,145,No,No,
3514,2017-01-03,Milk,79,45,14,1,113,No,No,
3515,2017-01-03,Nesselrode Pudding,107,107,15,0,82,No,No,
3516,2017-01-03,Orange Juice,91,86,16,0,183,No,No,
3517,2017-01-03,Orange marmalade,56,56,17,0,70,No,No,
3518,2017-01-03,Oranges,189,120,18,1,189,No,No,
3519,2017-01-03,Oyster cocktail,111,88,19,0,79,No,No,
3520,2017-01-03,Pear,122,122,20,0,87,No,No,
3521,2017-01-03,Plums,70,70,21,0,87,No,No,
3522,2017-01-03,ROQUEFORT CHEESE,32,32,22,0,81,No,No,
3523,2017-01-03,STRAWBERRY ICE CREAM,65,65,23,1,65,No,No,
3524,2017-01-03,Sardines,47,47,24,0,67,No,No,
3525,2017-01-03,Sauterne,46,46,25,0,77,No,No,
3526,2017-01-03,Scrambled Eggs,228,102,26,0,190,No,No,
3527,2017-01-03,Shrimp Cocktail,120,74,27,0,133,No,No,
3528,2017-01-03,Shrimp Salad,216,114,28,0,180,No,No,
3529,2017-01-03,Sliced Tomatoes,65,65,29,1,131,No,No,
3530,2017-01-03,Stewed Corn,27,27,30,0,91,No,No,
3531,2017-01-03,Stewed Prunes,85,62,31,0,122,No,No,
3532,2017-01-03,Sweet Potatoes,178,150,32,1,178,No,No,
3533,2017-01-03,Tea,126,65,33,0,158,No,No,
3534,2017-01-03,rice pudding,99,80,34,1,198,No,No,
3535,2017-01-04,Biscuit Tortoni,228,228,0,0,163,No,Yes,
3536,2017-01-04,Blue Point Oysters,81,81,1,0,161,No,Yes,
3537,2017-01-04,Boiled eggs,45,45,2,0,113,No,Yes,
3538,2017-01-04,Boiled potatoes,103,103,3,0,172,No,Yes,
3539,2017-01-04,Chicken Sandwich,40,40,4,1,134,No,Yes,
3540,2017-01-04,Chocolate Ice Cream,200,200,5,0,167,No,Yes,
3541,2017-01-04,Corned Beef Hash,121,121,6,0,135,No,Yes,
3542,2017-01-04,Crab Flake Cocktail,99,99,7,0,76,No,Yes,
3543,2017-01-04,Crackers,20,20,8,0,66,No,Yes,
3544,2017-01-04,Cream Cheese,51,51,9,0,127,No,Yes,
3545,2017-01-04,Dessert,119,119,10,0,149,No,Yes,
3546,2017-01-04,French fried potatoes,45,45,11,1,64,No,Yes,
3547,2017-01-04,Fruit,46,46,12,1,116,No,Yes,
3548,2017-01-04,Grapes,131,108,13,1,145,No,Yes,
3549,2017-01-04,Milk,158,158,14,1,113,No,Yes,
3550,2017-01-04,Nesselrode Pudding,74,54,15,0,82,No,Yes,
3551,2017-01-04,Orange Juice,238,151,16,0,183,No,Yes,
3552,2017-01-04,Orange marmalade,21,21,17,0,70,No,Yes,
3553,2017-01-04,Oranges,265,199,18,1,189,No,Yes,
3554,2017-01-04,Oyster cocktail,79,79,19,0,79,No,Yes,
3555,2017-01-04,Pear,87,66,20,0,87,No,Yes,
3556,2017-01-04,Plums,70,70,21,0,87,No,Yes,
3557,2017-01-04,ROQUEFORT CHEESE,32,32,22,0,81,No,Yes,
3558,2017-01-04,STRAWBERRY ICE CREAM,52,52,23,1,65,No,Yes,
3559,2017-01-04,Sardines,67,67,24,0,67,No,Yes,
3560,2017-01-04,Sauterne,100,100,25,0,77,No,Yes,
3561,2017-01-04,Scrambled Eggs,133,133,26,0,190,No,Yes,
3562,2017-01-04,Shrimp Cocktail,173,173,27,0,133,No,Yes,
3563,2017-01-04,Shrimp Salad,72,72,28,0,180,No,Yes,
3564,2017-01-04,Sliced Tomatoes,52,52,29,1,131,No,Yes,
3565,2017-01-04,Stewed Corn,118,118,30,0,91,No,Yes,
3566,2017-01-04,Stewed Prunes,146,146,31,0,122,No,Yes,
3567,2017-01-04,Sweet Potatoes,231,231,32,1,178,No,Yes,
3568,2017-01-04,Tea,126,90,33,0,158,No,Yes,
3569,2017-01-04,rice pudding,139,138,34,1,198,No,Yes,
3570,2017-01-05,Biscuit Tortoni,179,134,0,0,163,No,No,
3571,2017-01-05,Blue Point Oysters,129,64,1,0,161,No,No,
3572,2017-01-05,Boiled eggs,113,60,2,0,113,No,No,
3573,2017-01-05,Boiled potatoes,206,146,3,0,172,No,No,
3574,2017-01-05,Chicken Sandwich,174,117,4,1,134,No,No,
3575,2017-01-05,Chocolate Ice Cream,184,129,5,0,167,No,No,
3576,2017-01-05,Corned Beef Hash,95,87,6,0,135,No,No,
3577,2017-01-05,Crab Flake Cocktail,38,38,7,0,76,No,No,
3578,2017-01-05,Crackers,73,73,8,0,66,No,No,
3579,2017-01-05,Cream Cheese,63,63,9,0,127,No,No,
3580,2017-01-05,Dessert,119,63,10,0,149,No,No,
3581,2017-01-05,French fried potatoes,58,58,11,1,64,No,No,
3582,2017-01-05,Fruit,70,70,12,1,116,No,No,
3583,2017-01-05,Grapes,58,58,13,1,145,No,No,
3584,2017-01-05,Milk,147,147,14,1,113,No,No,
3585,2017-01-05,Nesselrode Pudding,90,90,15,0,82,No,No,
3586,2017-01-05,Orange Juice,91,78,16,0,183,No,No,
3587,2017-01-05,Orange marmalade,49,49,17,0,70,No,No,
3588,2017-01-05,Oranges,113,96,18,1,189,No,No,
3589,2017-01-05,Oyster cocktail,47,47,19,0,79,No,No,
3590,2017-01-05,Pear,87,63,20,0,87,No,No,
3591,2017-01-05,Plums,26,26,21,0,87,No,No,
3592,2017-01-05,ROQUEFORT CHEESE,65,65,22,0,81,No,No,
3593,2017-01-05,STRAWBERRY ICE CREAM,39,39,23,1,65,No,No,
3594,2017-01-05,Sardines,87,65,24,0,67,No,No,
3595,2017-01-05,Sauterne,39,39,25,0,77,No,No,
3596,2017-01-05,Scrambled Eggs,247,100,26,0,190,No,No,
3597,2017-01-05,Shrimp Cocktail,186,128,27,0,133,No,No,
3598,2017-01-05,Shrimp Salad,180,53,28,0,180,No,No,
3599,2017-01-05,Sliced Tomatoes,157,157,29,1,131,No,No,
3600,2017-01-05,Stewed Corn,127,122,30,0,91,No,No,
3601,2017-01-05,Stewed Prunes,98,88,31,0,122,No,No,
3602,2017-01-05,Sweet Potatoes,107,69,32,1,178,No,No,
3603,2017-01-05,Tea,47,47,33,0,158,No,No,
3604,2017-01-05,rice pudding,218,160,34,1,198,No,No,
3605,2017-01-06,Biscuit Tortoni,98,75,0,0,163,No,No,
3606,2017-01-06,Blue Point Oysters,113,85,1,0,161,No,No,
3607,2017-01-06,Boiled eggs,102,64,2,0,113,No,No,
3608,2017-01-06,Boiled potatoes,189,105,3,0,172,No,No,
3609,2017-01-06,Chicken Sandwich,54,54,4,1,134,No,No,
3610,2017-01-06,Chocolate Ice Cream,217,148,5,0,167,No,No,
3611,2017-01-06,Corned Beef Hash,67,67,6,0,135,No,No,
3612,2017-01-06,Crab Flake Cocktail,30,30,7,0,76,No,No,
3613,2017-01-06,Crackers,40,40,8,0,66,No,No,
3614,2017-01-06,Cream Cheese,63,59,9,0,127,No,No,
3615,2017-01-06,Dessert,194,138,10,0,149,No,No,
3616,2017-01-06,French fried potatoes,38,38,11,1,64,No,No,
3617,2017-01-06,Fruit,46,46,12,1,116,No,No,
3618,2017-01-06,Grapes,43,43,13,1,145,No,No,
3619,2017-01-06,Milk,34,34,14,1,113,No,No,
3620,2017-01-06,Nesselrode Pudding,49,49,15,0,82,No,No,
3621,2017-01-06,Orange Juice,238,68,16,0,183,No,No,
3622,2017-01-06,Orange marmalade,84,84,17,0,70,No,No,
3623,2017-01-06,Oranges,208,208,18,1,189,No,No,
3624,2017-01-06,Oyster cocktail,87,87,19,0,79,No,No,
3625,2017-01-06,Pear,35,35,20,0,87,No,No,
3626,2017-01-06,Plums,78,52,21,0,87,No,No,
3627,2017-01-06,ROQUEFORT CHEESE,65,65,22,0,81,No,No,
3628,2017-01-06,STRAWBERRY ICE CREAM,39,39,23,1,65,No,No,
3629,2017-01-06,Sardines,60,58,24,0,67,No,No,
3630,2017-01-06,Sauterne,62,44,25,0,77,No,No,
3631,2017-01-06,Scrambled Eggs,209,99,26,0,190,No,No,
3632,2017-01-06,Shrimp Cocktail,93,64,27,0,133,No,No,
3633,2017-01-06,Shrimp Salad,72,63,28,0,180,No,No,
3634,2017-01-06,Sliced Tomatoes,118,73,29,1,131,No,No,
3635,2017-01-06,Stewed Corn,109,109,30,0,91,No,No,
3636,2017-01-06,Stewed Prunes,110,75,31,0,122,No,No,
3637,2017-01-06,Sweet Potatoes,160,52,32,1,178,No,No,
3638,2017-01-06,Tea,47,47,33,0,158,No,No,
3639,2017-01-06,rice pudding,198,112,34,1,198,No,No,
3640,2017-01-07,Biscuit Tortoni,114,114,0,0,163,No,Yes,
3641,2017-01-07,Blue Point Oysters,64,64,1,0,161,No,Yes,
3642,2017-01-07,Boiled eggs,68,68,2,0,113,No,Yes,
3643,2017-01-07,Boiled potatoes,52,52,3,0,172,No,Yes,
3644,2017-01-07,Chicken Sandwich,80,80,4,1,134,No,Yes,
3645,2017-01-07,Chocolate Ice Cream,67,67,5,0,167,No,Yes,
3646,2017-01-07,Corned Beef Hash,54,54,6,0,135,No,Yes,
3647,2017-01-07,Crab Flake Cocktail,38,38,7,0,76,No,Yes,
3648,2017-01-07,Crackers,33,33,8,0,66,No,Yes,
3649,2017-01-07,Cream Cheese,152,152,9,0,127,No,Yes,
3650,2017-01-07,Dessert,149,149,10,0,149,No,Yes,
